Estado;Município;Unidade de Saúde;Endereço;Contato;CNES
Bahia;Igaporã;Hospital Municipal José Olinto Cotrim;R Sangente Valne Fagundes, nº 60, Centro;(77) 3466-2112;2627256
Bahia;Iguaí;Hospital Manoel Martins de Souza;Av. Eduardo Gomes, 22 - Centro;(73) 3271-2136;2413469
Bahia;Iguaí;Hospital Somai;Rua Castro Alves, 241 – Centro;(73) 3271-2520;2413450
Bahia;Ilhéus;Hospital Materno Infantil Dr. Joaquim Sampaio;Avenida Brasil, s/nConquista;(73) 3234-3850;2415844
Bahia;Ilhéus;Hospital Regional Costa do Cacau;Rodovia Jorge Amado, s/n - Banco da Vitória;(73) 3235-5300;9388133
Bahia;Inhambupe;Hospital Municipal Antônio Carlos Magalhães;Av. ACM, 1 - Centro;Indisponível;2653230
Bahia;Ipiaú;Hospital Geral de Ipiaú;Av. Durval Carneiro, s/n – Santana;(73) 3531-3113;2603055
Bahia;Ipupiara;Hospital Municipal Guilhermino Pereira Machado;Praça Santos Dumont, s/n - Centro;(77) 3646-1293;4026675
Bahia;Iramaia;Hospital Municipal de Iramaia;Av. ACM, 15 – Centro;(77) 3412-2196;4026756
Bahia;Iraquara;Hospital Américo Chagas;Rua Palmeiras, 86 - Centro;(75) 3364-2140/2112;4026772
Bahia;Irecê;Hospital Regional Dr. Mário Dourado Sobrinho;Praça Teodoro Sampaio, s/n - Centro;(74) 3641-4716;4026896
Bahia;Itabela;Hospital Frei Ricardo;Av. Guanabara, Km 1,5, s/n – Centro;(73) 3270-3164;2802015
Bahia;Itaberaba;UPA de Itaberaba;Rua Antônio José dos Santos, s/n - Loteamento 2 de Abril;Indisponível;9054122
Bahia;Itabuna;Hospital de Base Luís Eduardo Magalhães;Av Fernando Gosmes, s/n – Av Fernando Gomes;(73) 2102-5150;2385171
Bahia;Itabuna;Hospital Manoel Novaes;Rua Santa Cruz, s/n - Bairro de Fátima;(73) 3214-4300;2525569
Bahia;Itaeté;Hospital Municipal de Itaetê;Praça Nossa Senhora das Graças, s/n - Centro;(75) 3320-2106;2413507
Bahia;Itagimirim;Hospital Municipal Luis Eduardo Magalhães;Trav. 13 de Maio, 01 – Centro;(73) 3289-2385;3043185
Bahia;Itajú do Colônia;Unidade Mista de Itajú do Colônia;Av. Lomanto Júnior, 365 - Centro;(73) 98149-4623;2414074
Bahia;Itamaraju;Hospital Regional de Itamarajú;Rua Frei Geremias s/nº - Novo Prado;(73) 3294-1242/1206;2556847
Bahia;Itambé;Hospital Regional São Sebastião;Av. Eurico Gaspar Dultra, 229 - Centro;(77) 3432-1220;2414465
Bahia;Itaparica;Hospital Geral de Itaparica;Estrada da Rodagem, s/n – KM 06;(71) 3631-8400;2602083
Bahia;Itapebi;Maternidade Nelson Moura;Rua Vista Alegre, s/n – Centro;(73) 3286-1724;2414651
Bahia;Itapetinga;Santa Casa de Misericórdia;Av. Luiz Viana Filho, 560 - Morumbi;(77) 3262-1929;2417189
Bahia;Itapetinga;UPA 24h;Av. Gerson de Oliveira, s/n - Nova Itapetinga;Indisponível;7116896
Bahia;Itarantim;Hospital Regional de Itarantim;Rua Maria Quitéria, s/n – Centro;(73) 3266-2276;2417456
Bahia;Itiruçu;Hosp Munic. Pedro Pimentel Ribeiro;Rua Alfredo Brito, s/n - José Alves Teixeira;(73) 3538-1310;2423928
Bahia;Itatim;Maternidade Maria Eunice Dultra Soares;Rua João XXIII, s/n - Centro;(75) 3199-2279;2444704
Bahia;Itiúba;Hospital Municipal de Itiúba;Praça 3 de Outubro, 188 - Centro;Indisponível;2423936
Bahia;Itororó;Fundação Hospital e Maternidade de Itororó;Rua José do Patrocínio, 251 – Centro;(73) 3265-1117;2445204
Bahia;Ituaçu;Hospital Municipal de Ituaçu;Av. José Carlos Brito, s/n – Dois de Julho;(77) 3415-2557;2445247
Bahia;Ituberá;Hospital Antonio da Costa Pinto Dantas;Rua Largo da Saúde, s/n - Centro;(73) 3256-3255;2445352
Bahia;Jaborandi;Hospital Municipal Hermenegildo Dias de Silva;Rua Alto do Cruzeiro, 10 - Centro;(77) 3683-2160;2801582
Bahia;Jacobina;UPA Josefa Maia da Silva;AV.Centenário ,BR 324, s/n - Jacobina III;(74) 3622-2918;9078673
Bahia;Jaguaquara;Hospital Municipal de Jaguaquara;Av. Pio XII, 166 - Muritiba;(73) 3534-1053;2802252
Bahia;Jaguaquara;UPA;Av. Domingos Fioravante - Entroncamento;(73) 3530-1176;211680
Bahia;Jaguarari;Hospital Municipal de Jaguarari;Praça Marcolino de Barros, 5 - Centro;(74) 3619-2090;2601400
Bahia;Jequié;Hospital Geral Prado Valadares;Rua São Cristóvão, s/n - Centro;(73) 3528-7100;2400693
Bahia;Jequié;UPA;Av. Lomanto Jr., S/N - Cansanção;(71) 98747-3089;9362398
Bahia;Jiquiriçá;Hospital e Maternidade Júlia Maia;Rua Coronel Vicente, 148 - Centro;(75) 3651-2191;2483408
Bahia;Juazeiro;Hospital Regional de Juazeiro;Trav. do Hospital, s/n - Santo Antônio;(74) 3612-5625;4028155
Bahia;Jucuruçu;Hospital Municipal Paulo Souto;Av. Manoel Rodrigues s/nº - Califórnia;(73) 3662-2201;2533413
Bahia;Lagedo do Tabocal;Hospital Municipal Álvaro Fagundes;Rua Achilles Brochini, s/n - Centro;(73) 3556-1222;2602210
Bahia;Laje;Hospital e Maternidade Municipal Ranulfo José de Almeida;Av. Antonio Carlos Magalhães, s/n - Centro;(75) 3662-2634;2390078
Bahia;Lauro de Freitas;Hospital Geral Menandro de Faria;Estrada do Côco Km 45;(71) 3379-0099/7352;2802023
Bahia;Lençóis;Hospital Municipal Sebastião Martins Alves;Rua Vai Quem Quer, s/n - Centro;(75) 3341-1996;2483688
Bahia;Livramento de Nossa Senhora;Hospital Municipal de Livramento;Av. Presidente Vargas, 829 - Centro;(77) 3444-2223;2487616
Bahia;Macajuba;Hospital Municipal Julieta Sampaio;Praça Dilson Pamponete Lopes, s/n – Planalto;(74) 3259-2402;2492881
Bahia;Macarani;Hospital São Pedro;Av. Camilo de Jesus Lima km 10, 999 – Centro;(77) 3274-2165;2492911
Bahia;Macaúbas;UPA de Macaúbas;Av. Via do Acesso, s/n - Luís Eduardo Magalhães;(77) 3473-1269;717573
Bahia;Madre de Deus;Hospital Municipal Dr. Eduardo Ribeiro Bahiana;Av. Milton Bahia Ribeiro, 1900 - Centro;(71) 3604-4005;3289826
Bahia;Maiquinique;Hospital Maternidade Municipal de Maiquinique;Rua Maria Dalia Pereira de Almeida, s/nº – União Operária;(77) 3275-2200;2493578
Bahia;Maracás;Hospital Municipal Dr. Alvaro Bezerra;Rua Desembargador Julho Virgilio, 65 - Centro;(73) 3533-2132;2600854
Bahia;Marcionílio Souza;Hospital Luiz Eduardo Magalhaes;Praça Aquilino de Brito, s/n Centro, CEP 46780-000;(75) 99181-0736;3016986
Bahia;Mata de São João;Hospital Geral de Mata de São João;Rua Maurilio Moreira, s/n – Centro;(71) 3635-1005/1705;2627418
Bahia;Medeiros Neto;Hospital Municipal De medeiros Neto;Rua Damazio Rodrigues, Planalto 01;(73) 99856-6821;4028740
Bahia;Milagres;Hospital Municipal de Milagres;Av. Conrado Menezes da Silva, s/n - Centro;(75) 3545-2097;2498456
Bahia;Morpará;Unidade Mista Jonival Lucas;Rua Dr. Clemente Mariane 82 – Centro;(77) 3663-2168;3320944
Bahia;Morro do Chapéu;Hospital Maternidade São Vicente de Paulo;Av. 2 de Julho, 193 - Centro;(74) 3653 2111;2801906
Bahia;Mucugê;Hospital Augusta Medrado;Praça Coronel Propércio, s/nº – Centro;(75) 3338-2100/2112;2498790
Bahia;Mutuípe;Hospital Maternidade Clélia Rebouças;Rua Bartolomeu Chaves, s/n - Centro;(75) 3635-2541;2601575
Bahia;Nazaré;Hospital Santa Casa de Misericórdia;Rua Ferreira Bastos, 04 – Batatan;(75) 3636-2016;2301601
Bahia;Nova Canaã;Hospital Edimir de Souza Costa;Praça Leovigildo Rodrigues de Matos, 031 – Centro;(73) 3207-2182;2526492
Bahia;Nova Redenção;Maternidade Valdionor Novais Nunes;Av. Nascer do Sol, s/n – Centro;(75) 3345-2103;6774792
Bahia;Nova Soure;Unidade Hospitalar Coracao de Jesus;Rua do Coité, s/n – Bairro de Fátima;(75) 3437-2113;2505843
Bahia;Oliveira dos Brejinhos;Unidade Mista de Saude Dr. João Cupertino da Silva;Av. Engenheiro Antônio Leite do Vale, s/n – Centro;(77) 3642-2438;2771276
Bahia;Paramirim;Hospital Dr. Aurélio Justiniano Rocha;Rua Herculano Chaves Martins, s/n - São José;(77) 3471-2021;4029607
Bahia;Paramirim;Hospital José Américo Resende;Av. Centenário, 147 - Centro;(77) 3471-2241/2237;4029526
Bahia;Paratinga;Hospital Municipal de Paratinga;Rua Dr. Manoel Novaes, 436 – Centro;(77) 3664-2278/3664-2009;2601702
Bahia;Paripiranga;Hospital Municipal Ismael Dias Trindade;Rua Bricio Matos Carvalho, s/n – Centro;(75) 3279-2255;4029623
Bahia;Pau Brasil;Hospital Arlete Magalhães;Rua Antônio Carlos Magalhães, 01 - Rui Falcão;(73) 8223-8303;2508141
Bahia;Paulo Afonso;Hospital Nair Alves de Souza;Av. da Caraibeiras, s/n – Chesf;(75) 3282-2163/2222;2533480
Bahia;Piatã;Hospital Municipal de Piatã Doutor Hélio Macedo Araújo;Rua Tiago Fernandes, 06 - Centro;(77) 3479-2163;2508176
Bahia;Pilão Arcado;Hospital Municipal Luis Eduardo Magalhães;Av. João Ribeiro do Vale, 51 - Centro;(74) 3534-2709/2704;5166292
Bahia;Pindobaçu;Hospital Prof. Edgar Santos;Trav. Boa Ventura, s/n – Antônio José Carvalho;(74) 3548-2157;4029801
Bahia;Piripá;Unidade Mista de Saúde;Rua Oliveira Brito, s/n - Centro;(77) 3454-2561;4029844
Bahia;Planalto;Hospital Municipal Nilton Ferreira dos Santos;Av. 15 de Novembro, 001 - Centro;(77) 3434-2206/2561;2601117
Bahia;Poções;Hospital São Lucas;Rua Oswaldo Cruz, 259 - Centro;(77) 3431-5448/5248/2380;2601583
Bahia;Poções;UPA 24H Vilobaldo Macedo;Rua Santo Antonio, 590 - Indaiá;(77) 3431-5812;7592191
Bahia;Pojuca;Hospital Municipal Dr. Carlito Silva;Rua José Corgozinho de Carvalho;(71)3645-3271;7187556
Bahia;Ponto Novo;Unidade Hospitalar Nossa Senhora de Fátima;Rua São Jorge, s/n - Centro;(74) 3677-1387;2600714
Bahia;Porto Seguro;Hospital Luis Eduardo Magalhães;BR 367, Km 56 Lot Quinta do Descobrimento, s/n – Cambolo;(73) 3288-4911;2802090
Bahia;Potiraguá;Hospital Maternidade de Potiraguá;Rua Tranquilina Ferraz, 01 – Joaquim Sales;(73) 3285-2140;2600935
Bahia;Presidente Jânio Quadros;Centro de Saúde São João Batista;Av. Antônio Carlos Magalhães, s/n - Centro;(77) 3492-2231/2282;4030184
Bahia;Presidente Tancredo Neves;Hospital Maternidade Luis Eduardo Magalhães;Rua Heitor Guedes de Melo, s/n - Ginásio;(73) 3540-1003;2600730
Bahia;Remanso;Casa de Saúde de Remanso;Av. Presidente João Figueiredo, 660 Qd. 07;(74) 3535-1051;2509377
Bahia;Remanso;Hospital São Pedro;Rua Epitácio Dias da Silva, 115 - quadra 07;(74) 3535-1051;2509369
Bahia;Ribeira do Pombal;Hospital Geral Santa Tereza;Rua Salustiano Guerra, 338 - Centro;(75) 3278-1290/1140;2799790
Bahia;Rio Real;Hospital e Maternidade Maria Amelia Menezes Santos;Rua Monsenhor Florisvaldo, 709 - Centro;(75) 3426-1242;2653699
Bahia;Ruy Barbosa;Santa Casa de Misericórdia de Ruy Barbosa;Rua Juvêncio Xavier, 475 – Centro;(75) 3252-1092;2510391
Bahia;Santa Cruz Cabrália;Hospital José Maria de Magalhães Neto;BR 367, 80 – Mutary;(73) 3282-1188/1417;2510782
Bahia;Santa Maria da Vitória;Hospital Municipal Dr. José Borba;Av. Gov. Roberto Santos, s/n - Sambaíba;(77) 3483-8925/8926;2799804
Bahia;Santa Luz;Hospital Municipal Petronilho Evangelista dos Santos;Rua Pedro Evangelista dos Santos nº 195, Centro;(75) 3265-2099/(75) 98298-3998;2510278
Bahia;Santa Teresinha;Hospital Municipal Edite Nogueira Rangel;Rua Alto da Boa Vista, s/n - Centro;(75) 3639-2165;2514435
Bahia;Santana;Hospital Municipal Dr. Francisco Flores;Rua Manoel Novais, 1 - Centro;(77) 3784-2910;2514311
Bahia;Santo Amaro;Hospital Nossa Senhora da Natividade;Praça da Purificação, 61 – Centro;(75) 3241-8700/1799;2603284
Bahia;Santo Amaro;Hospital Nossa Senhora das Vitórias;Distrito - Oliveira dos Campinhos;(75)3208-1070;2514621
Bahia;Santo Antônio de Jesus;Hospital Regional de Santo Antônio de Jesus;Rua Cosme e Damião, s/n - Andaiá;(75) 3631-1400/4242;6414702
Bahia;São Félix;Hospital Nossa Senhora da Pompéia;Rua Nova, 01 - Centro;(75) 3438-3900/3905;2520613
Bahia;São Félix do Coribe;Hospital Municipal Dr. José Bastos;Rua F, s/n – Bela Vista;(77) 3491-1045;5025729
Bahia;São Sebastião do Passé;Hospital Albino Leitão;Praça Coronel Luiz Ventura, 78 – Centro;(71) 3655-1121;2493330
Bahia;Sapeaçu;Hospital Municipal de Sapeaçu;Rua Francisco Tupinambá, 92 - Pq. Mangueiras;(75) 3627-2241/(75) 99963-2424;2523051
Bahia;Sátiro Dias;Hospital Municipal de Sátiro Dias;Alto da Saudade, 1 - Centro;Indisponível;7223676
Bahia;Seabra;Hospital Regional da Chapada Diamantina;Av. Francisco Costa, s/n - Centro;(75) 3331-9400;9383298
Bahia;Sebastião Laranjeiras;Hospital Municipal de Sebastião Laranjeiras;Rua Tiradentes, 426 - Centro;(77) 3668-2100;2523299
Bahia;Senhor do Bonfim;Hospital Dr. Antonio Monteiro;Praça Duque de Caxias, 172 – Centro;(74) 3544-4121;2770012
Bahia;Sento Sé;Hospital Municipal Dr. Heitor Sento Sé;Av. Dr. Carlos Sampaio, 199 - Centro;(74) 3537-2966;2523310
Bahia;Serra do Ramalho;Hospital Municipal Gilvan Wanderley de Farias;Rua São Paulo, s/n - Centro;(77) 3620-1361;4032497
Bahia;Serra Dourada;Hospital Municipal Antonio Souza Fagundes;Praça Pedro José de Aquino, 493 - Centro;(77) 3686-2072;4037594
Bahia;Serrinha;Hospital Municipal de Serrinha;Rodovia BA 409 KM 01 - BA Serrinha-Coité;(75) 3261-2224;2801914
Bahia;Simões Filho;Hospital Municipal de Simões Filho;Av. Washington Luis, s/n - Centro;(71) 3296- 8500;2532387
Bahia;Sítio do Mato;Hospital Municipal Maria Pereira Macedo;Rua das Flores, s/n - Centro;(77) 3671-2391;3208419
Bahia;Sobradinho;Hospital Municipal Maria Auxiliadora de Carvalho Torres;Av. D , s/n Quadra 2, São Francisco;(74) 3537-2966;2524163
Bahia;Souto Soares;Hospital Municipal Jonival Lucas;Praça Luiz Eduardo Magalhães, s/n - Centro;(75) 3339-2106;2525062
Bahia;Tanhaçu;Unidade de Pronto Atendimento de Tanhaçu;Rua Osvaldo Cruz, s/n - Jurema;(77) 3459-1233;5835208
Bahia;Teixeira de Freitas;Unidade de Pronto Atendimento - UPA;Av. Getúlio Vargas, 3197 - Bela Vista;Indisponível;7964145
Bahia;Teixeira de Freitas;Unidade Municipal Materno Infantil (UMMI);Av. Presidente Getúlio Vargas, s/nº - Jardim Liberdade;(73) 3291-2763;5005027
Bahia;Tremedal;Unidade Mista Hospitalar Dr. Adelmário Pinheiro;Av. Sete de Setembro, s/n - Centro;(77) 3494-2490;3010902
Bahia;Uauá;Hospital Municipal de Uauá;Rua do Forum, s/n – Centro;(74) 3673-1113;2525259
Bahia;Ubaíra;Associação de Proteção a Maternidade e Infância Ubaíra (APMIU);Rua Antônio Teixeira Della Cellas s/n – Centro;(75) 3544-2102/981719152;2524996
Bahia;Urandi;Hospital Municipal de Urandi;Praça Deputado Henrique Brito, 160 – DC5;(77) 3456-2184;4033418
Bahia;Utinga;Hospital Municipal de Utinga;Rodovia BA UtingaWagner, 01 – Centro;(75) 3337-1745;6025692
Bahia;Valença;Santa Casa de Misericórdia de Valença;Rua Barão de Jequiriçá, s/n - Centro;(75) 3641-8400/8435/8494/9595;2525712
Bahia;Vera Cruz;UPA de Vera Cruz;Av. Juvenal João Vinagre, 175 – Mar Grande;(71) 3633-3305;2532883
Bahia;Vereda;PSF II Idalina da Rocha Nonato;Rua Professor Tertuliano Pereira de Queiroz;(73) 3661-2111;2525666
Bahia;Vitória da Conquista;UPA de Vitória da Conquista;Avenida Filipinas, s/nº - Jurema;(77)3425-0785;9060537
Bahia;Vitória da Conquista;Hospital Geral de Vitória da Conquista;Av. Filipinas, s/n – Jardim Alvorada;(77) 3424-6060/2804;2402076
Bahia;Wagner;Hospital e Maternidade Ponte Nova;Av. Dr. Wood, s/n Centro;(75) 3336-2223;2814048
Bahia;Xique-Xique;Hospital Julieta Viana;Rua Erotides Nogueira, 703 - Centro;74 3661-1107;2601729
Ceará;Acaraú;Hospital Maternidade Doutor Moura Ferreira;R. José Julio Louzada, 750 - Centro;(88) 3661-1396;2516632
Ceará;Acopiara;Hospital Municipal de Acopiara;R. Eduardo, R. Marechal Deodoro, s/n - Centro;(88) 3565 1983;9275134
Ceará;Aracati;Hospital Pólo Dr. Eduardo Dias;R. Dragão do Mar, 819 - Centro;(88) 3446-2441;2372967
Ceará;Baixio;Hospital São Francisco - Unidade Mista do Baixio;R. Dona Maria da Glória, s/n - Centro;(88) 3539-1129;2552345
Ceará;Aracoiaba;Hospital e Maternidade Santa Isabel;R. Getúlio Vargas, 139 - Centro;(85) 3337-1415;4010779
Ceará;Brejo Santo;Hospital Geral de Brejo Santo;Av. Pref. João Inácio de Lucena, 1255 - Centro;(88) 3531-1082;2480646
Ceará;Canindé;Hospital São Francisco de Canindé;R. Simão Barbosa Cordeiro, 1397 - São Mateus;(85) 3343-2110;2527413
Ceará;Cariús;Hospital Doutor Thadeu de Paula Brito;R. Manoel Roque Bezerra, Esplanada, s/n;(88) 3514-1205;2561468
Ceará;Carnaubal;Unidade Mista Nossa Senhora Auxiliadora;Av. Paulo Sarazate, 0 - Centro;(88) 3650-1134;2561298
Ceará;Catarina;Hospital Municipal Doutor Gentil;R. Francisco Chagas Guedes, 441;(88) 3556-1112;2333864
Ceará;Cedro;Hospital e Maternidade Regional Zumira Sedrin Aguiar;R. Cel. Célso Araújo, 222 - Fátima;(88) 3564-1422;2499029
Ceará;Crateús;Hospital São Lucas;R. Ubaldino Souto Maior, 1052 – São Vicente;(88) 3691-2019;2481073
Ceará;Crato;Hospital e Maternidade São Francisco de Assis;R. Coronel Antônio Luíz, 1028 - Pimenta;(88) 3312-4000;2415488
Ceará;Crato;Hospital São Raimundo;Av. Teodorico Teles, 99 - Centro;(88) 3523-2600;2415496
Ceará;Croatá;Hospital Municipal Monsenhor Antônio;R. 3 de Maio, 571 - Centro;(88) 3659-1211;2561352
Ceará;Fortaleza;Instituto Dr. José Frota (IJF/CEATOX);R. Barão do Rio Branco, 1816 - Centro;(85) 3255-5050;7556608
Ceará;Guaraciaba do Norte;Hospital e Maternidade São José;R. Cap. Ferreira, 1466 - Santa Luzia;(88) 3652-2025;2561344
Ceará;Ibiapina;Hospital Municipal Maria Wanderlene Negreiros de Queiroz;Av. Dep. Fernando Melo, s/n - Centro;(88) 3653-1130;2561336
Ceará;Icó;Hospital Regional de Icó Prefeito Walfrido Monteiro Sobrinho;Av. Josefa Nogueira Monteiro, s/n - Centro;(88) 3561-1611;2611309
Ceará;Iguatu;Hospital Regional de Iguatú;R. Edilson Melo Távora, 172 - Esplanada I;(88) 3510-1250;2675560
Ceará;Ipaumirim;Hospital e Maternidade Maria José dos Santos;R. Miceno Alexandre Gonçalves, 165 - Centro;(88) 99974-4179;2554771
Ceará;Irapuã Pinheiro;Hospital Municipal São Bernardo;R. José Josué Costa, s/n;(88) 3569-1140;2328437
Ceará;Itapipoca;Hospital e Maternidade São Vicente de Paulo;R. Urbano Teixeira Menezes, 1 - Fazendinha;(88) 3631-5100;2552086
Ceará;Juazeiro do Norte;Hospital Regional do Cariri;R. Catulo da Paixão Cearense, s/n - Triângulo;(88) 3566-3600;6779522
Ceará;Jucás;Hospital Municipal José Facundo Filho;Av. José Facundo Filho, s/n - Planalto;(88) 3517-1014;5077680
Ceará;Lavras da Mangabeira;Hospital São Vicente Ferrer;R. José Raimundo Mangabeira, 230 - Cel. Francisco Correia Lima;(88) 3536-1280;2554518
Ceará;Limoeiro do Norte;Hospital São Camilo;R. Cel. Antônio Joaquim, 2047 - João XXIII;(88) 3423-4089;2527707
Ceará;Milhã;Hospital Municipal João Leopoldo Pinheiro Landim;R. José Joaquim Nemesio, s/n - Centro;(88) 3529-1313;2328100
Ceará;Mombaça;Hospital e Maternidade Antonina Aderaldo Castelo;R. Cel. José Aderaldo, 515 - Centro;(88) 3583-2272;2333880
Ceará;Orós;Hospital e Maternidade Luiza Teodoro da Costa;R. Antônio Amaro Costa, 2 - Centro;(88) 3584-1240;2499037
Ceará;Pedra Branca;Hospital Municipal São Sebastião;R. Furtunato Silva - Bom Princípio;(88) 3515-1026;2723255
Ceará;Piquet Carneiro;Hospital Municipal de Piquet Carneiro;R. Rancho Verde, s/n - Piquet Carneiro;(88) 3516-1192;2561409
Ceará;Quixadá;Hospital Municipal Dr. Eudásio Barroso;Praça João Brasileiro Filho, 2324 - Centro;(88) 3412-8556;2328402
Ceará;Quixadá;Hospital e Maternidade Jesus Maria José;Av. Francisco Pinheiro de Almeida, 2268 - Planalto Universitário;(88) 3412-0681;2328399
Ceará;Quixelô;Hospital Municipal de Quixelô;R. Maria Julia, s/n - Centro;(88) 3579-1197;2328929
Ceará;Quixeramobim;Hospital Regional Doutor Pontes Neto Filho;R. Alto do Boqueirão, s/n - Centro;(88) 3441-1353;2328380
Ceará;Quixeramobim;Hospital Regional Sertão Central;Rodovia CE 060, Km 198 - Estrada do Algodão;(88) 3406-1300;7061021
Ceará;Russas;Hospital e Casa de Saúde de Russas;R. Dr. José Ramalho, 1436 - Centro;(88) 3411-0147;2328003
Ceará;Saboeiro;Hospital Unidade Mista de Saúde;R. Sinfronio Braga - Centro;(88) 3526-1267;2561018
Ceará;São Benedito;Hospital Municipal de São Benedito;Rodovia da Confianca Norte, s/n - Pimenteiras;(88) 3626-1363;2665190
Ceará;Senador Pompeu;Hospital e Maternidade Santa Isabel;Av. Joaquim Ferreira de Magalhães, 997 - Centro;(88) 99741-1404;2611481
Ceará;Sobral;Hospital Regional Norte;Av. John Sanford, 1505 - Junco;(88) 3677-9300;6848710
Ceará;Sobral;Santa Casa Sobral;Rua Antônio Crisóstomo de Melo, 919 - Centro;(85) 3112-0400;7556594
Ceará;Solonópole;Hospital e Maternidade Maria Suelly Nogueira Pinheiro;R. Dep. Alfredo Barreira Filho, 128 - Centro;(88) 3518-1133;2328119
Ceará;Tauá;Hospital Regional e Maternidade Alberto Feitosa Lima;R. Abgail Cidrão, 213 - Planalto dos Colibris;(91) 3437-4299;2328046
Ceará;Tianguá;Hospital e Maternidade Madalena Nunes;R. Assembléia de Deus, s/n - Centro;(88) 3671-2100;2560852
Ceará;Ubajara;Hospital Municipal Belarmina da Costa;R. Antônio de Barros, 173;(88) 3634-2322;2561328
Ceará;Umari;Hospital Hercília Lopes;Rua Dom Quintino S/N;(88) 98856-4428;2499045
Ceará;Viçosa do Ceará;Hospital de Maternidade de Viçosa do Ceará;Av. José Figueira, s/n - Centro;(88) 3632-1119;2561425
Distrito Federal;Brasília - Asa Norte;Hospital Regional da Asa Norte - HRAN;SMHN s/n, Quadra 101, Área Especial - Plano Piloto;(61) 3449- 4727;10464
